acceptance_rate,account_age_months,activity_trend_ratio,activity_trend_ratio_1to5,avg_struggle_minutes,avg_struggle_minutes_1to5,burnout_flag,contests_per_month,current_rating,ds_solve_rate,ds_solve_rate_1to5,handle,math_solve_rate,math_solve_rate_1to5,max_rating,months_since_last_submission,post_drop_recovery,problems_solved_per_month,rating_volatility,rating_volatility_1to5,status_proxy,total_contests,total_problems_solved,total_submissions,upsolves_per_contest,upsolves_per_contest_1to5
0.438,19.6,0.01,1,266.3,3,1,1.14,1467,0.354,2,9da34452e49064c7,0.528,3,1467,1.6,12.8,13.88,106.6,4,Active,20,243,607,1.05,5
0.489,24.8,0.38,2,45.3,4,1,0.57,1261,0.458,3,8faa3f5b630211fc,0.522,3,1327,0.2,9.5,9.9,120.2,3,Active,14,243,548,1.286,5
0.365,21.2,0.22,1,1442.9,2,1,0.74,801,0.5,3,049141c27c932cb0,0.394,1,917,5.6,33.7,5.48,140.5,2,Stopped,11,81,230,0.364,3
0.447,33.5,3.11,5,2181.4,2,0,1.61,1223,0.143,1,8b00c83731e52fa9,0.496,3,1372,0.8,14.2,5.17,93.5,5,Active,42,135,304,0.19,3
0.615,16.3,0.86,3,85.7,4,0,0.31,879,0.447,3,97124aa789de423c,0.645,5,879,0.4,0.0,36.22,124.8,3,Active,5,578,977,0.2,3
0.346,52.9,24.81,5,7991.1,1,0,0.47,934,0.438,3,27db10773bc553fe,0.325,1,979,0.3,-3.5,4.3,106.1,4,Active,24,222,671,0.25,3
0.418,147.4,1.0,3,3218.1,2,0,0.43,2385,0.395,2,b52627ad51060879,0.476,2,2385,31.1,20.0,13.33,207.5,1,Stopped,50,1550,4012,0.74,4
0.678,21.7,1.11,4,981.5,2,0,2.43,722,0.833,5,02cd211c6c192a54,0.653,5,937,0.1,4.3,28.68,95.2,5,Active,43,507,792,0.558,4
0.518,8.5,0.87,3,3054.9,2,0,1.86,951,0.5,3,54c50c426d43a501,0.519,3,992,0.7,-11.3,22.08,133.8,2,Active,9,107,224,0.667,4
0.204,144.0,6.0,5,38.9,4,0,0.14,1059,0.204,1,1981e41885b8d1d0,0.5,3,1371,73.2,-50.7,0.24,535.7,1,Stopped,6,10,49,0.5,4
0.51,10.4,0.16,1,109.1,3,1,0.51,883,0.51,4,b1a1b603f91d4c2b,0.429,2,883,0.5,0.0,2.65,112.5,4,Active,5,26,51,0.0,1
0.475,9.9,0.15,1,8.5,4,1,1.91,942,0.667,5,147e10bee6946e56,0.462,2,1042,5.5,0.0,7.92,172.3,1,Stopped,7,29,61,0.0,1
0.481,25.8,4.17,5,4091.2,1,0,1.53,1476,0.551,4,c864afb7bd9df020,0.483,3,1476,0.6,33.8,21.32,91.6,5,Active,34,474,1035,0.794,5
0.547,32.0,0.54,2,2708.4,2,0,1.52,1203,0.562,4,bde0eebaec39a694,0.554,4,1307,1.8,-2.2,13.33,82.9,5,Active,46,403,742,0.348,3
0.388,34.4,1.48,4,1447.2,2,0,0.41,1598,0.303,2,1906b4991ba9a7b1,0.504,3,1631,0.4,15.0,6.26,143.4,1,Active,14,213,663,0.214,3
0.524,11.4,0.98,3,31.5,4,0,1.39,888,0.692,5,8c00d210ef82d57e,0.667,5,1034,0.6,-14.3,4.91,119.2,3,Active,15,53,103,0.067,2
0.583,7.3,1.82,4,9.6,4,0,0.91,827,0.583,4,7b43d20757d19079,0.552,4,867,0.0,0.0,4.27,133.4,2,Active,6,28,48,0.0,1
0.479,12.9,1.38,4,8387.5,1,0,1.03,1243,0.714,5,3b5410a842b60ca1,0.566,4,1262,1.3,13.0,11.52,114.5,3,Active,12,134,290,0.25,3
0.407,19.6,0.37,2,83.2,4,1,0.51,1091,0.464,3,7004ad79e0e99df8,0.45,2,1091,3.1,0.0,5.66,150.6,1,Stopped,7,77,189,0.143,3
0.393,22.2,0.32,2,1984.2,2,1,2.21,1206,0.397,3,0e4e6338d65a91c5,0.388,1,1234,3.6,33.1,19.35,88.3,5,Stopped,41,359,1074,0.537,4
0.558,22.8,4.94,5,4329.2,1,0,1.73,1430,0.566,4,dbe6313f997dedee,0.576,4,1465,0.2,28.9,12.86,89.5,5,Active,38,282,505,0.158,3
0.449,10.5,1.27,4,2277.0,2,0,2.01,1529,0.263,1,663313353be91459,0.444,2,1529,0.1,63.0,19.17,123.1,3,Active,21,200,448,0.905,5
0.444,73.8,0.03,1,4555.9,1,1,0.66,842,0.231,1,187d45c01f021adc,0.388,1,974,43.3,23.8,5.64,127.1,3,Stopped,20,172,423,0.25,3
0.224,23.5,0.6,2,93.6,4,0,0.52,1236,1.0,5,f27de02d56b8c94c,0.241,1,1236,10.1,0.0,1.04,85.0,5,Stopped,7,14,67,0.429,4
0.452,47.2,2.94,5,22.6,4,0,2.16,1354,0.333,2,35e9432c8e042dcc,0.383,1,1496,37.5,-8.0,5.86,91.5,5,Stopped,21,57,126,0.0,1
0.667,11.4,0.11,1,0.9,5,1,0.76,858,0.667,5,6397b3888b6cc3a8,0.6,4,869,4.3,0.0,3.65,133.1,2,Stopped,5,24,39,0.0,1
0.441,39.6,0.43,2,927.7,2,1,0.61,1750,0.49,3,283ce870729c5ab3,0.538,3,1842,6.6,-16.0,11.14,161.1,1,Stopped,20,368,846,0.35,3
0.592,34.4,1.05,4,4268.0,1,0,2.48,1447,0.463,3,18d76ad86c41f16b,0.568,4,1447,1.2,18.1,14.29,72.5,5,Active,70,403,692,0.057,2
0.375,23.8,16.6,5,102.8,3,0,0.54,1227,0.222,1,e52478a9f801c561,0.478,3,1268,3.1,23.0,1.97,167.5,1,Stopped,9,33,88,0.556,4
0.547,21.2,25.65,5,1419.8,2,0,2.33,1345,0.609,4,7c696975f0d506f8,0.555,4,1407,0.0,9.9,34.9,82.0,5,Active,40,600,1146,1.1,5
0.465,24.2,1.52,4,10585.2,1,0,0.23,905,0.0,1,00b73dd5b6fb432a,0.5,3,905,0.4,0.0,1.99,118.4,3,Active,5,43,101,0.0,1
0.533,36.1,4.35,5,11472.9,1,0,2.19,1321,0.454,3,71c2291fa41496d3,0.568,4,1347,0.0,2.9,32.41,75.0,5,Active,79,1169,3107,3.797,5
0.466,5.0,0.03,1,2.7,5,1,1.1,1073,0.2,1,c73a4d730e78aa0f,0.538,3,1073,0.5,0.0,16.32,117.2,3,Active,5,74,161,0.0,1
0.57,43.3,2.07,4,3920.3,1,0,0.93,1143,0.509,4,9d8dd45ab30ae719,0.604,4,1172,0.3,0.0,32.27,100.8,4,Active,23,796,1502,0.565,4
0.584,25.5,0.21,1,2624.8,2,1,3.46,1205,0.548,4,f1205b10b88d3b65,0.579,4,1205,13.1,4.6,18.89,82.5,5,Stopped,43,235,404,0.256,3
0.309,51.0,0.61,2,2688.4,2,0,1.14,1320,0.223,1,c78944792910b849,0.325,1,1435,17.7,14.8,10.9,110.4,4,Stopped,38,364,1196,0.632,4
0.536,18.3,0.38,2,4.4,5,1,1.5,1100,0.2,1,049c98fd990d22a5,0.514,3,1100,0.5,18.7,5.4,111.8,4,Active,25,90,168,0.0,1
0.543,32.0,4.58,5,11935.6,1,0,0.89,1948,0.539,4,cc1815b8f7d46909,0.53,3,2060,0.2,46.4,11.57,135.0,2,Active,26,338,647,0.5,4
0.423,27.9,0.61,2,741.4,3,0,2.54,1613,0.305,2,a6198d409242d64f,0.416,2,1613,0.9,15.0,9.19,99.0,4,Active,57,206,494,0.386,3
0.367,21.3,1.08,4,292.0,3,0,1.06,1492,0.245,1,f493f390cf702168,0.329,1,1623,6.2,62.3,7.14,180.6,1,Stopped,16,108,297,0.188,3
0.459,21.5,1.18,4,2156.8,2,0,0.42,1153,0.556,4,e7f7e264618ce33a,0.393,1,1153,8.7,0.0,8.77,121.3,3,Stopped,5,104,231,0.2,3
0.484,22.3,1.0,3,1899.3,2,0,2.55,1112,0.467,3,345e974efe592c0a,0.494,3,1406,0.0,14.4,36.74,95.7,4,Active,36,519,1129,1.111,5
0.27,40.6,0.33,2,69.8,4,1,0.75,1418,0.182,1,d411a7d1ed34455c,0.315,1,1515,0.5,16.8,5.63,173.6,1,Active,16,120,456,0.0,1
0.386,74.3,0.09,1,116.7,3,1,0.68,1295,0.388,2,35c792fb08094e36,0.351,1,1465,31.4,-10.6,3.56,273.4,1,Stopped,29,153,404,0.483,4
0.677,13.7,2.28,5,1279.1,2,0,2.05,1385,0.656,5,c4007410e090912a,0.706,5,1388,0.0,19.5,28.37,107.0,4,Active,24,332,499,0.708,4
0.404,15.4,3.12,5,499.5,3,0,0.75,1267,0.385,2,68031d3b6e4a2edb,0.474,2,1267,0.5,164.0,13.29,115.9,3,Active,11,196,495,0.0,1
0.456,116.8,0.81,3,563.7,3,0,0.66,1545,0.5,3,4c9b08e140cef877,0.577,4,1685,32.8,17.0,3.69,200.0,1,Stopped,55,310,688,0.291,3
0.554,12.4,1.24,4,381.0,3,0,4.46,1789,0.533,4,3bebbe78e61bc53e,0.558,4,1837,0.0,17.7,80.59,101.7,4,Active,55,994,1913,0.527,4
0.49,80.1,12.73,5,945.6,2,0,0.41,1406,0.431,3,5a2ac5adde9638a4,0.477,2,1504,0.1,4.7,8.98,83.6,5,Active,33,719,1565,0.333,3
0.278,22.2,1.89,4,132.2,3,0,0.23,995,0.053,1,a6e6342db2d5025b,0.253,1,995,0.2,0.0,2.06,156.1,1,Active,5,45,176,0.0,1
0.396,47.6,0.14,1,257.2,3,1,0.3,2210,0.341,2,06b26e24583c9b1e,0.482,3,2274,0.0,164.0,4.23,213.1,1,Active,11,157,439,1.273,5
0.525,72.9,0.06,1,1233.1,2,1,0.68,1428,0.465,3,d8cdc7b9fc5f5da3,0.506,3,1460,12.4,8.0,11.16,101.1,4,Stopped,41,674,1344,1.171,5
0.555,49.3,5.46,5,291.6,3,0,0.73,1077,0.818,5,43381ac79706e254,0.541,3,1138,22.9,55.2,6.7,107.8,4,Stopped,16,147,265,0.5,4
0.345,19.9,1.02,3,249.4,3,0,3.92,1277,0.271,1,ac2c8c9a2703a927,0.37,1,1529,0.2,-4.9,29.62,78.7,5,Active,75,566,1748,0.973,5
0.538,23.1,4.57,5,2.9,5,0,0.4,1127,1.0,5,dc5a307b06a34e39,0.531,3,1127,0.4,86.0,0.93,114.8,3,Active,9,21,39,0.0,1
0.449,23.0,0.47,2,503.9,3,1,1.53,1477,0.52,4,48c3a9b80532aaf3,0.494,3,1477,2.7,9.5,25.14,101.4,4,Active,29,478,1161,2.069,5
0.635,30.7,0.16,1,40.5,4,1,0.52,1388,0.367,2,20db01a896175d29,0.632,4,1388,7.5,116.0,16.16,129.7,2,Stopped,12,376,617,0.25,3
0.498,16.0,0.3,2,4684.7,1,1,1.15,1219,0.446,3,d9c2e0305bc11a9c,0.581,4,1247,0.4,19.5,9.09,124.6,3,Active,18,142,301,0.222,3
0.414,20.7,1.71,4,4274.2,1,0,0.73,1691,0.279,1,d4f28911221ce858,0.409,2,1691,0.2,12.0,8.71,106.9,4,Active,15,179,469,0.467,4
0.462,20.1,1.01,3,1166.7,2,0,3.22,1490,0.403,3,a319bed130086b96,0.503,3,1680,0.2,11.0,32.46,89.0,5,Active,64,646,1598,0.625,4
0.433,115.0,0.01,1,17.0,4,1,0.29,1729,0.218,1,68992dbf5dd7678c,0.622,4,1853,0.4,47.4,1.22,253.4,1,Active,32,134,323,0.219,3
0.325,5.4,0.74,3,37.4,4,0,3.14,836,0.143,1,e9e2770413af90fb,0.3,1,990,1.3,-31.0,6.29,126.3,3,Active,13,26,80,0.077,2
0.601,19.0,1.06,4,9.7,4,0,1.75,1782,0.524,4,946b45d4d24dfa8a,0.62,4,1782,0.2,45.5,7.28,95.0,5,Active,30,125,208,0.1,2
0.448,71.6,2.86,5,199.6,3,0,0.11,1341,0.35,2,5ef991d37d62f904,0.524,3,1419,0.3,-23.0,0.86,141.9,2,Active,8,61,143,1.0,5
0.472,30.7,0.79,3,1344.3,2,0,1.8,1476,0.528,4,4b0824cf7d2336b9,0.488,3,1476,0.1,33.1,31.41,76.9,5,Active,55,962,2417,0.473,4
0.55,20.2,19.0,5,9.4,4,0,0.47,819,0.375,2,b932460627bd0f5e,0.5,3,819,1.8,0.0,1.02,137.4,2,Active,5,11,20,0.0,1
0.422,32.2,1.11,4,20.8,4,0,2.56,931,0.333,2,dc9115404251f12d,0.494,3,1012,7.9,-2.8,3.15,83.7,5,Stopped,60,74,192,0.05,2
0.35,8.5,0.25,1,2.6,5,1,1.1,1311,0.167,1,e0f9a2e4b33bc5c0,0.333,1,1442,0.8,-34.0,2.89,214.5,1,Active,8,21,60,0.0,1
0.335,109.1,0.02,1,360.7,3,1,0.64,1429,0.26,1,e95cb40c16af4f63,0.27,1,1619,0.3,11.6,4.1,170.2,1,Active,70,446,1416,0.271,3
0.58,27.3,0.51,2,14219.8,1,0,0.22,852,0.5,3,8aa2f0bdcb2b056b,0.601,4,898,0.0,0.0,9.0,151.2,1,Active,6,245,452,0.333,3
0.327,9.4,1.04,4,13273.7,1,0,1.14,1102,0.125,1,c646f2114af71813,0.475,2,1374,0.2,-84.0,6.87,186.7,1,Active,9,54,165,0.0,1
0.443,32.5,0.68,3,800.5,3,0,1.54,1012,0.533,4,c90fcbf015046e5e,0.462,2,1200,0.1,-14.4,11.44,83.0,5,Active,42,311,713,0.667,4
0.448,55.0,0.74,3,2135.9,2,0,1.9,1183,0.495,3,bbdc15806fc55088,0.441,2,1225,22.2,3.9,12.57,83.9,5,Stopped,48,318,792,0.562,4
0.857,8.6,1.33,4,0.5,5,0,4.28,930,0.857,5,1f82eadcfd046bf3,0.875,5,940,1.3,0.0,8.57,124.5,3,Active,6,12,14,0.0,1
0.4,21.5,0.05,1,2980.7,2,1,0.9,1091,0.571,4,ed9db018fe0a77c0,0.385,1,1129,6.3,15.5,6.73,139.8,2,Stopped,13,97,260,0.154,3
0.748,9.6,1.49,4,28.0,4,0,1.89,1563,0.75,5,9cd6fbf6b37010a4,0.718,5,1632,0.0,35.0,29.73,147.9,1,Active,16,252,361,0.0,1
0.395,10.4,0.41,2,18.5,4,1,1.03,897,0.395,2,8a4660dd0b8a0551,0.273,1,905,0.5,0.0,3.08,132.8,2,Active,5,15,38,0.0,1
0.399,58.9,2.8,5,122.7,3,0,0.1,825,0.556,4,aeabe01c933a89a7,0.472,2,825,9.5,0.0,1.82,116.1,3,Stopped,5,90,243,0.4,4
0.486,6.6,0.76,3,288.3,3,0,4.13,1661,0.41,3,88ffc98d71066f9e,0.465,2,1853,0.0,21.4,64.75,134.4,2,Active,27,423,912,0.519,4
0.495,26.6,0.94,3,385.4,3,0,2.99,1427,0.385,2,44d6075675f10c34,0.611,4,1427,0.0,0.0,25.74,103.6,4,Active,5,43,91,0.8,5
0.394,49.1,1.7,4,4327.6,1,0,1.0,1945,0.27,1,ef44ebf6bfcc8753,0.393,1,1945,17.0,29.4,8.59,112.1,4,Stopped,32,276,780,0.031,2
0.636,7.1,0.27,1,4.7,5,1,3.66,1603,0.542,4,bb1fdbb77f40b0f2,0.6,4,1603,4.4,4.0,24.51,189.7,1,Stopped,10,67,107,0.4,4
0.295,16.8,0.27,1,6.6,5,1,0.8,2026,0.159,1,ebd99817307aa4dd,0.297,1,2026,0.4,162.5,4.8,176.6,1,Active,11,66,224,0.0,1
0.504,26.9,0.02,1,343.2,3,1,0.66,1719,0.512,4,55c1ea8d24ef2835,0.529,3,1719,1.0,56.8,16.46,130.0,2,Active,17,426,869,0.882,5
0.533,53.2,0.69,3,47.8,4,0,0.56,972,0.208,1,3b550dc9f56065c1,0.513,3,1159,0.4,4.7,2.54,104.1,4,Active,29,132,274,0.414,4
0.51,47.6,5.94,5,1612.3,2,0,0.23,1947,0.486,3,edff21570df5c9fa,0.58,4,1990,0.4,15.5,26.74,168.6,1,Active,11,1260,2844,1.727,5
0.526,47.9,31.46,5,323.4,3,0,0.57,1924,0.509,4,efeb9888b69a7f36,0.609,4,1994,0.8,35.0,4.66,146.1,1,Active,27,219,422,0.593,4
0.366,34.7,1.65,4,11.7,4,0,0.4,1041,0.0,1,d45367c10e5f2c28,0.545,4,1100,0.7,-3.7,1.08,134.0,2,Active,11,30,82,0.0,1
0.632,46.4,4.1,5,147.9,3,0,0.5,1408,0.562,4,a4f3aae3519740bd,0.654,5,1563,0.8,22.2,3.42,123.7,3,Active,23,156,250,0.435,4
0.445,22.0,1.05,4,1129.7,2,0,3.95,1392,0.366,2,5143c5aeff7cbd0f,0.482,3,1564,0.2,15.9,33.1,77.1,5,Active,83,695,1577,1.108,5
0.488,39.7,25.47,5,16219.9,1,0,0.78,1356,0.387,2,164a837c5149cd4b,0.502,3,1389,0.2,33.5,11.02,96.7,4,Active,31,436,900,0.774,4
0.41,13.4,3.03,5,200.2,3,0,3.2,1254,0.359,2,d43930911faa0751,0.427,2,1423,0.0,7.0,25.62,97.4,4,Active,41,328,842,0.756,4
0.58,3.1,1.19,4,70.8,4,0,3.98,1459,0.636,5,0f02d3a9e9beb3cb,0.657,5,1485,0.3,56.0,17.02,175.7,1,Active,11,47,81,0.364,3
0.396,29.1,0.71,3,12039.9,1,0,3.24,1475,0.29,1,0c3a6f17e2a89e6a,0.423,2,1475,0.5,9.7,11.56,68.4,5,Active,92,328,830,0.12,2
0.471,9.3,0.69,3,2097.5,2,0,1.24,1399,0.296,2,6957d96b5e988712,0.549,4,1557,0.4,-76.5,12.98,151.7,1,Active,11,115,280,0.818,5
0.252,12.6,0.17,1,216.2,3,1,0.56,991,0.133,1,baeb34881e6b62a5,0.242,1,991,0.0,0.0,18.86,124.8,3,Active,7,237,949,2.571,5
0.443,35.0,23.64,5,6.7,5,0,2.49,1262,0.24,1,59a36e5b8fc12770,0.458,2,1426,18.2,2.9,7.47,100.3,4,Stopped,40,120,271,0.15,3
0.494,58.2,1.17,4,3241.8,2,0,1.86,1859,0.424,3,95cf6afba1df6465,0.52,3,2133,0.1,19.9,21.51,88.0,5,Active,89,1031,2165,0.236,3
0.28,27.2,1.08,4,10.7,4,0,2.9,823,0.0,1,3db80187bc58a805,0.263,1,858,22.4,8.8,2.9,112.4,4,Stopped,14,14,50,0.0,1
0.4,36.0,2.38,5,547.3,3,0,1.62,580,0.111,1,035b89169fef58b0,0.403,2,834,24.1,-7.3,5.39,132.7,2,Stopped,15,50,125,0.067,2
0.467,129.5,0.12,1,13410.7,1,1,0.7,1481,0.436,3,213b80c540ec7b8b,0.497,3,1744,0.1,3.2,8.08,154.7,1,Active,90,1046,2321,0.856,5
0.424,43.8,0.59,2,6490.7,1,0,5.04,1480,0.394,2,b2d0addeada954e3,0.443,2,1750,0.3,9.1,40.72,68.2,5,Active,214,1728,4552,2.028,5
0.561,73.4,0.02,1,346.2,3,1,0.75,1635,0.513,4,e57d3ea3bd00143a,0.567,4,1635,18.4,4.7,12.73,102.5,4,Stopped,41,700,1416,1.39,5
0.505,40.1,0.09,1,1689.8,2,1,1.2,1208,0.415,3,ee9d5d4dbff95644,0.507,3,1398,0.8,14.3,8.48,82.1,5,Active,47,333,673,0.383,3
0.483,50.2,0.13,1,2694.3,2,1,0.68,1186,0.417,3,c1e6769ba8e52300,0.418,2,1346,16.4,0.2,2.49,96.7,4,Stopped,23,84,180,0.13,2
0.376,13.6,1.79,4,7.8,5,0,0.86,1033,0.308,2,ac736bef0de80aee,0.333,1,1133,0.4,-12.7,4.9,140.4,2,Active,11,63,173,0.0,1
0.487,54.6,0.4,2,5154.3,1,1,1.0,2039,0.442,3,8d10dfb2a5319ef1,0.519,3,2059,5.4,38.7,27.92,97.3,4,Stopped,49,1370,3114,1.02,5
0.516,22.6,0.32,2,516.5,3,1,0.53,1244,0.273,1,66ac5f27aba218e5,0.537,3,1266,0.1,10.7,6.27,140.7,2,Active,12,141,279,0.167,3
0.471,57.9,12.8,5,10486.8,1,0,0.37,1070,0.4,3,fb8343692857b096,0.408,2,1101,0.7,-4.6,2.17,104.3,4,Active,21,122,276,0.333,3
0.458,19.1,3.45,5,19.1,4,0,0.97,1271,0.375,2,fa803acdeb1efdcb,0.398,1,1271,0.0,35.0,5.75,93.1,5,Active,18,107,236,0.056,2
0.336,55.2,1.87,4,38.8,4,0,0.33,1677,0.289,1,712ba92fb795eb30,0.313,1,1677,3.8,-18.8,8.45,169.1,1,Stopped,16,410,1274,0.5,4
0.436,20.4,1.28,4,3929.6,1,0,0.42,1220,0.214,1,7f2a1481ee383db0,0.461,2,1220,2.8,0.0,17.81,144.1,1,Active,7,298,685,0.286,3
0.521,11.8,0.26,1,5784.4,1,1,2.11,1008,0.5,3,86f5fd88c47de2ca,0.464,2,1083,0.6,14.4,17.7,92.6,5,Active,22,185,374,0.091,2
0.586,20.8,1.07,4,1509.9,2,0,0.48,1258,0.582,4,fec0e0c55a213ae5,0.514,3,1258,0.0,0.0,13.49,116.3,3,Active,10,279,490,0.1,2
0.467,37.1,0.71,3,2807.1,2,0,2.26,1614,0.38,2,8f4465824b77ae96,0.466,2,1614,0.8,1.9,33.28,76.5,5,Active,82,1208,2644,1.183,5
0.791,5.4,0.37,2,1472.4,2,1,1.94,1343,0.778,5,9b658c92fa13e60e,0.812,5,1343,0.0,0.0,26.33,117.1,3,Active,10,136,182,0.1,2
0.552,32.6,5.62,5,1011.6,2,0,1.13,824,0.429,3,a6d77f19ef37a363,0.517,3,912,0.3,5.2,6.19,115.2,3,Active,17,93,212,0.412,4
0.345,67.1,1.15,4,68.6,4,0,1.12,1589,0.209,1,86e94e364b3f7062,0.4,1,1753,32.1,27.9,4.3,118.5,3,Stopped,39,150,443,0.615,4
0.675,5.8,0.43,2,951.4,2,1,0.88,1010,0.675,5,2788081158588715,0.703,5,1010,0.1,0.0,9.0,110.8,4,Active,5,51,77,0.2,3
0.681,12.5,0.12,1,0.3,5,1,1.91,881,0.333,2,dc37d9383dfeffe1,0.653,5,1087,5.2,-8.0,12.82,132.6,2,Stopped,14,94,138,0.0,1
0.424,32.8,1.03,3,6431.6,1,0,4.76,1419,0.374,2,e11e1c21de0d3a9c,0.443,2,1521,0.0,9.9,46.73,55.7,5,Active,144,1413,3393,0.799,5
0.622,7.6,3.11,5,2.9,5,0,7.0,918,0.5,3,5a4897f9e30a14b3,0.643,5,971,4.8,49.0,23.0,145.7,1,Stopped,7,23,37,0.0,1
0.32,33.2,50.0,5,178.4,3,0,0.38,1044,0.25,1,95d8130fdc876f6a,0.415,2,1108,5.9,78.0,2.05,133.9,2,Stopped,9,48,153,0.444,4
0.47,18.9,1.54,4,974.0,2,0,4.53,1424,0.492,3,e8b513bce75f3c08,0.5,3,1424,0.1,0.0,73.18,71.8,5,Active,85,1374,3344,1.212,5
0.366,63.9,0.05,1,182.8,3,1,0.98,1842,0.288,1,982a60ab939c8d5c,0.387,1,1842,10.0,22.2,3.24,115.0,3,Stopped,51,168,573,0.529,4
0.483,28.0,0.57,2,3075.8,2,0,1.5,1462,0.391,2,1745e34da59bd7f0,0.507,3,1462,0.1,25.1,12.88,96.4,4,Active,41,353,741,0.537,4
0.319,10.1,1.76,4,11.7,4,0,2.34,1252,0.25,1,f0fe5bdcdfd10449,0.305,1,1278,2.0,42.5,7.38,116.2,3,Active,19,60,188,0.0,1
0.481,20.5,3.4,5,164.0,3,0,0.94,1129,0.5,3,8d7a22f169b5f076,0.556,4,1255,0.2,-1.2,5.72,119.9,3,Active,18,110,233,0.722,4
0.459,10.0,2.59,5,34.4,4,0,0.59,1192,0.413,3,7acdedd1876d1f82,0.667,5,1192,0.3,0.0,5.67,151.7,1,Active,5,48,133,0.0,1
0.367,30.6,0.4,2,1820.9,2,1,1.14,921,0.167,1,df876b973df9e079,0.415,2,1106,16.6,-32.7,4.13,137.1,2,Stopped,16,58,158,0.062,2
0.607,69.6,5.63,5,724.5,3,0,0.09,1472,0.538,4,a84f022ab6c05bb5,0.561,4,1472,0.0,0.0,3.98,101.4,4,Active,6,277,484,0.167,3
0.386,44.9,0.47,2,5098.2,1,1,0.28,742,0.375,2,07d6b27a981df10e,0.371,1,890,0.0,-39.0,6.05,131.8,2,Active,11,241,682,0.273,3
0.495,42.3,4.19,5,4.4,5,0,0.28,1613,0.333,2,e238e6232c6aa882,0.529,3,1683,2.9,19.0,1.3,195.0,1,Active,11,51,109,0.273,3
0.552,11.2,0.61,2,2.9,5,0,0.72,924,0.552,4,66c45f21e0a63c28,0.438,2,940,0.2,-7.0,1.45,133.7,2,Active,8,16,29,0.25,3
0.672,18.2,5.9,5,1439.4,2,0,1.45,1160,0.682,5,b6b2ef806f3a156a,0.689,5,1320,0.1,-0.1,13.01,102.5,4,Active,25,225,338,0.48,4
0.514,18.8,0.87,3,23.5,4,0,2.95,979,0.125,1,4baf88fbff1f401c,0.521,3,1148,0.2,3.3,7.39,79.8,5,Active,55,138,278,0.055,2
0.415,8.7,2.31,5,36.1,4,0,0.59,852,0.333,2,ad7b10192112a993,0.562,4,852,0.1,0.0,2.34,121.5,3,Active,5,20,53,0.0,1
0.487,36.5,0.12,1,6614.3,1,1,0.61,1008,0.379,2,7b55bb2f58283e52,0.458,2,1041,0.5,17.3,3.59,118.2,3,Active,22,129,273,1.182,5
0.547,18.5,7.07,5,45.8,4,0,1.19,1084,0.7,5,292a9273a8b1c0b4,0.523,3,1133,0.0,21.2,14.15,92.2,5,Active,22,261,492,0.273,3
0.367,5.9,5.46,5,32.9,4,0,2.27,1542,0.318,2,23a9a742a619c4f6,0.412,2,1630,0.2,34.0,14.37,137.6,2,Active,12,76,226,0.167,3
0.561,30.7,34.67,5,104.9,3,0,0.35,1199,0.0,1,ec6a4be554808383,0.516,3,1199,4.8,179.0,2.28,124.6,3,Stopped,9,59,107,0.333,3
0.271,47.4,0.03,1,14.5,4,1,0.52,1101,0.364,2,817d5fcbcf2ab4f7,0.233,1,1115,1.2,11.8,2.36,105.4,4,Active,24,109,417,0.042,2
0.58,53.7,6.77,5,4132.6,1,0,0.15,1128,0.437,3,a302fdd905e535da,0.601,4,1128,0.0,0.0,13.53,150.2,1,Active,8,726,1336,0.375,3
0.59,118.8,0.07,1,514.2,3,1,1.3,2273,0.514,4,7d7b1b6dead6cfbd,0.598,4,2340,0.2,38.2,20.0,94.2,5,Active,50,770,1338,0.68,4
0.413,31.0,1.14,4,233.4,3,0,0.67,914,0.5,3,82be14ab98f1f365,0.322,1,1016,11.2,-22.0,2.12,117.5,3,Stopped,12,38,92,0.083,2
0.558,23.7,0.11,1,4202.1,1,1,0.9,777,0.478,3,ccf29e2a5ed0ac88,0.53,3,929,0.2,-10.1,13.49,115.1,3,Active,21,316,600,0.667,4
0.417,9.7,3.11,5,86.6,4,0,1.8,1153,0.472,3,d31a81b6e0e69e24,0.431,2,1164,0.2,65.0,11.39,103.2,4,Active,16,101,288,1.625,5
0.333,30.8,7.4,5,42.2,4,0,1.02,1336,0.12,1,510f341be3a7ab7d,0.312,1,1365,0.9,29.0,4.47,123.0,3,Active,16,70,210,0.125,2
0.697,41.3,0.31,2,150.8,3,1,0.38,1176,0.531,4,ab4f6a4f692dbed6,0.688,5,1203,0.2,0.0,7.78,137.5,2,Active,7,144,264,1.714,5
0.395,65.4,0.14,1,4199.7,1,1,0.42,1683,0.314,2,9a49f113239770a8,0.439,2,1683,6.1,45.6,6.02,126.4,3,Stopped,25,357,1065,2.2,5
0.476,91.2,1.22,4,542.4,3,0,1.06,1426,0.402,3,9697992a599ed417,0.477,2,1676,1.0,1.6,8.23,156.3,1,Active,94,733,1545,0.67,4
0.645,4.7,2.67,5,152.6,3,0,2.77,1544,0.727,5,8f1e3a4f39f60512,0.618,4,1549,0.9,20.0,19.39,123.3,3,Active,10,70,110,0.0,1
0.374,35.6,1.99,4,3801.3,1,0,0.54,1312,0.293,2,0f18640985c977be,0.357,1,1429,4.3,0.0,7.14,129.0,2,Stopped,17,223,609,0.353,3
